title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category
Sigma Elite Sevoflurane Vaporizer Penlon,199.0,"Aug 1, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Bottle Adapter Vaporizer Easy Fill Quick Fill Isoflurane Halothane Sevoflurane,97.39,"Apr 12, 2023",1,eBay (Terapeak),sevoflurane,accessory
DATEX OHMEDA SEVOTEC 5 SEVOFLURANE ANESTHESIA VAPORIZER (Y-4),300.0,"May 9, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,500.0,"Jun 22, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,400.0,"Jun 28, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sigma delta Sevoflurane anesthesia vaporizer,135.0,"Jul 20, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,200.0,"Jul 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sigma Elite Sevoflurane Vaporizer,250.0,"Nov 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane,499.99,"Dec 8, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,380.0,"Nov 20, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin Sevoflurane Vaporizer Cassette,500.0,"Jan 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
MAQUET SEVOFLURANE VAPORIZER 6682282 **UNTESTED,491.97,"Jun 10, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
"Datex Ohmeda Sevoflurane Aladdin Cassette Vaporizer, Type A-VSEVO ~ 31636",189.0,"Mar 20, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane,499.99,"Apr 15, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,250.0,"Mar 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer - Certified - 1 Year Warranty,1300.0,"Mar 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sigma Delta Sevoflurane Vaporizer,425.0,"Feb 10, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
tech 3 style sevoflurane vaporizer,383.0,"Apr 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,300.0,"Apr 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin2 Sevoflurane Vaporizer Cassette,350.0,"Jun 4, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Sevoflurane Vapor 2000 vaporizer draeger,770.0,"May 16, 2025",2,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,315.35,"Nov 21, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,438.6,"Feb 25, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,225.0,"Apr 13, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager 19.1 Sevoflurane Anesthesia Vaporizer,340.0,"Jan 16, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,260.0,"May 9, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,350.0,"May 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,250.0,"May 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Intermed Sigmadelta sevoflurane vaporizer,270.0,"Jun 24, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"Sevoflurane Vaporizer, Intermed, Penlon Sigma Delta",300.0,"Aug 13, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,200.0,"Sep 13, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"USED - Datex Ohmeda TEC 7 Sevoflurane Vaporizer, SEVO VAP",650.0,"Dec 29, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Vaporizer,900.0,"Mar 3, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,516.0,"Jan 28, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevotec 5 Sevoflurane Vaporizer,230.0,"Mar 23, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda A-VSEV Aladin Sevoflurane Cassette Anesthetic Vaporizer,225.0,"May 2, 2023",2,eBay (Terapeak),sevoflurane,vaporizer
Drager Isoflurane Vapor 2000,1200.0,"Feb 29, 2024",1,eBay (Terapeak),sevoflurane,isoflurane
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER WITH NEW BOTTLE ADAPTER,700.0,"May 9, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,350.0,"May 31, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,447.95,"Jun 28, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,600.0,"Jul 26, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,300.0,"Jul 27, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane,599.0,"Aug 5, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,550.0,"Aug 19, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer - Broken Knob,299.0,"Aug 29, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,1000.0,"Nov 16, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Baxter Sevoflurane Drager Vapor 2000 Sevoflurane Vaporizer with Warranty!!,999.0,"Jul 1, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA Tec 7 Sevoflurane Vaporizer,300.0,"Jun 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Anesthesia Vaporizer,950.0,"Jul 1, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA Tec 7 Sevoflurane Vaporizer,300.0,"Jun 8, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,450.0,"Jul 5, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Baxter Sevoflurane Drager Vapor 2000 Sevoflurane Vaporizer M35170,850.0,"Oct 3, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,371.0,"Nov 13, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin2 1100-9030-000 Sevoflurane Vaporizer,675.0,"Feb 4, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,371.0,"Feb 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,315.35,"Feb 27, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,225.0,"Mar 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,225.0,"Mar 24, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda sevoflurane + isoflurane Vaporizer,350.0,"May 31, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,450.0,"Aug 11, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,350.0,"Sep 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,275.0,"Nov 23, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER SEVOFLURANE VAPOR 19.1 ! V,250.0,"Dec 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevotec 5 Sevoflurane Vaporizer,230.0,"Jan 18, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,280.0,"Feb 14, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex-Ohmeda Aladin 2 Sevoflurane Vaporizer Model BGBK00443,450.0,"Feb 12, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,315.35,"Feb 17, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
North American Drager M35054 Vapor 2000 Sevoflurane Vaporizer,899.99,"Mar 4, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Intermed Sevoflurane Vaporizer,250.0,"Apr 25, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Sevoflurane Anesthesia TEC 3 Vaporizer,600.0,"Jul 16, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda Tec 7 Ref 1175-9319-000 Sevoflurane Anesthetic Vaporizer ~ 31777,750.0,"Aug 17, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager M3505-14 Vapor 2000 Sevoflurane Anesthesia Vaporizer,950.0,"Nov 24, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
2018 Drager Fabius GS Premium Machine W/ SEVOFLURANE VAPORIZER ~ 32884,4000.0,"Apr 25, 2024",1,eBay (Terapeak),sevoflurane,machine
Drager Vapor 19.1 Sevoflurane Vaporizer,325.0,"Apr 18, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 19.1 Sevoflurane Anesthesia Vaporizer,650.0,"Sep 6, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
SET OF TWO (2) A.M. Bickford Vapomatic Veterinary Vaporizer Sevoflurane Model 2,150.0,"Mar 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - Quick Connect,600.0,"Sep 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"Drager Sevoflurane Vapor 2000 with Auto Exclusion, Drager Fill",950.0,"Jul 23, 2023",2,eBay (Terapeak),sevoflurane,vaporizer
Anesthesia Sevoflurane Vaporizer - Cyprane,249.99,"May 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"GE Datex Ohmeda Tec 7 Ref M1057380 Anesthetic Vaporizer, Sevoflurane ~ 31775",750.0,"Aug 17, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
MIndray Drager Vapor 2000 Sevoflurane,350.0,"Nov 8, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
MIndray Drager Vapor 2000 Sevoflurane,425.0,"Nov 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
5 Drager Filling Adapter S M36120 For Sevoflurane Vaporizers NIB,300.0,"Dec 21, 2023",1,eBay (Terapeak),sevoflurane,accessory
Datex-Ohmeda Tec 7 1175-9343-000 Sevoflurane Vaporizer w/ Pole Mount,375.0,"Jan 9, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 M35054 Sevoflurane w/Pole Mount,399.0,"Jan 24, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,300.0,"Apr 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Type A-VSEVO Aladin Sevoflurane Cassette Vaporizer; EMPTY ~ 34402,300.0,"Jan 29, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Baxter M1057380 Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer ~ 34417,750.0,"Jun 7, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
5 Drager Filling Adapter S M36120 For Sevoflurane Vaporizers NIB,450.0,"Aug 8, 2024",1,eBay (Terapeak),sevoflurane,accessory
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,427.0,"Sep 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,400.0,"Feb 25, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Draeger Medical Vapor 19.1 Sevoflurane Vaporizer,201.0,"Jun 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - Quick Connect,450.0,"Oct 25, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - Quick Connect,425.0,"Oct 11, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,430.0,"Oct 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - veterinary Usage,400.0,"Dec 2, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,490.0,"Jan 28, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
5 Drager Filling Adapter S M36120 For Sevoflurane Vaporizers NIB,317.56,"Feb 2, 2026",1,eBay (Terapeak),sevoflurane,accessory
5 Drager Filling Adapter S M36120 For Sevoflurane Vaporizers NIB,365.0,"Mar 16, 2026",1,eBay (Terapeak),sevoflurane,accessory
Datex-Ohmeda Aladin2 Sevoflurane Vaporizer Cassette SEV P/N 1100-9030-000 ~39647,400.0,"Mar 18, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,649.99,"Mar 20, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
GE DATEX OHMEDA ALADIN2 EASY FILL SEVOFLURANE VAPORIZER PN#1100-9030-000,500.0,"Jun 8, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
"Datex-Ohmeda Bottle Adapter Key Refill for Sevoflurane Vaporizer, New",57.0,"Sep 3, 2023",2,eBay (Terapeak),sevoflurane,accessory
"Datex-Ohmeda 1100-3028-000 Bottle Adapter Key Sevoflurane Vaporizer, New",68.0,"Dec 22, 2023",1,eBay (Terapeak),sevoflurane,accessory
M36120 Sevoflurane Vaporizers For Drager,95.0,"Mar 4, 2024",1,eBay (Terapeak),sevoflurane,accessory
Penlon Sigma Delta Sevoflurane Vaporizer - Working!,450.0,"Jul 10, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Sevotec 3 Anesthesia Vaporizer Sevoflurane,260.0,"Jul 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Vaporizer,950.0,"Mar 21, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sigma Elite Sevoflurane Vaporizer,170.0,"Oct 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevo Tec 7 Sevoflurane Vaporizer,150.0,"Nov 16, 2024",2,eBay (Terapeak),sevoflurane,vaporizer
NEW GE Tec 850 Sevoflurane Vaporizer – Anesthesia Gas Delivery System,1150.0,"Jun 26, 2025",2,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER !,300.0,"Aug 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
MINDRAY DRAGER VAPOR 2000 SEVOFLURANE VAPORIZER !,450.0,"Jun 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER VAPOR 2000 SEVOFLURANE ANESTHESIA VAPORIZER,699.0,"Sep 19, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda TEC 7 Sevoflurane Vaporizer,350.0,"Jan 14, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Anesthesia Sevoflurane Vaporizer SevoFlo,321.0,"Dec 31, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Medical Vapor 2000 Sevoflurane Vaporizer M35054,850.0,"Jan 19, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane M35054-11 Germany 2009 - for Parts,450.0,"Aug 30, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda TEC 7 SEV Sevoflurane Vaporizer 1175-9301-000,650.0,"May 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane M35170 *US SELLER* *EXCELLENT CONDITION*,1200.0,"Feb 19, 2026",2,eBay (Terapeak),sevoflurane,vaporizer
Drager M35054-19 Vapor 2000 Sevoflurane *US SELLER* *MINT CONDITION*,1200.0,"Mar 13, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Penlon Sigma Delta Sevoflurane Vaporizer Anaesthesia Machine *For parts*,112.0,"Oct 19, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda 1100-9030-000 Aladin 2 Sevoflurane Easy Fill Vaporizer,680.0,"Feb 27, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Anesthesia Vaporizer,450.0,"Jun 14, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane Vapor 2000 (Please check description below),1550.0,"Mar 10, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Refurbished Penlon Sigma Delta Sevoflurane Vaporizer,750.0,"Dec 9, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
"Sevoflurane Vapor 2000, Drager",302.0,"Mar 16, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda A-VSEV Aladin Sevoflurane Cassette Vaporizer Mint in box,499.99,"Jan 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Somni Sevoflurane Vaporizer,500.0,"Dec 2, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevorane Sevoflurane 2000 Vaporizer REF M35170,749.25,"Dec 22, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
For Drager M36120 Sevoflurane Vaporizer Filling Adapter,82.7,"Jun 10, 2024",1,eBay (Terapeak),sevoflurane,accessory
Drager Vapor 2000 Sevoflurane Vaporizer,700.0,"Apr 13, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
2019 Drager Apollo Anesthesia Workstation SW 4.53.05 Sevoflurane And Isoflurane,4850.0,"Dec 7, 2024",1,eBay (Terapeak),sevoflurane,machine
Sevoflurane Vaporizer Select A Tec,650.0,"Oct 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
TEC 850 REF: 1177-9850-SEV SEVOFLURANE VAPORIZER BY GE,525.0,"Jan 7, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Dräger Vapor 2000 Sevoflurane Fill Adapter,99.99,"Jan 23, 2025",1,eBay (Terapeak),sevoflurane,accessory
GE Datex Ohmeda TEC 7 SEV Sevoflurane Vaporizer 1175-9319-000,548.61,"Aug 11, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Dräger Vapor 2000 Sevoflurane M35054-18 *Read Listing*,900.0,"Jun 19, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane,650.0,"Jun 14, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane,500.0,"Jul 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Abbott Penlon Sigma Elite Sevoflurane Anesthesia Vaporizer OX14 3PH - USED.,385.0,"Jun 29, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Dräger Vapor 2000 Sevoflurane M35054-23 *Read Listing*,915.0,"Jan 29, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Medical Vapor 2000 Sevoflurane Vaporizer M35054,700.0,"Oct 23, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
GE M1107626 Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,500.0,"Feb 25, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Vapor 2000 Sevoflurane Vaporizer,800.0,"Jan 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevoflurane Tec-7 Vaporizer,999.99,"May 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda Sevoflurane Tec-7 Vaporizer,750.0,"May 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,450.0,"Dec 5, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,250.0,"Jan 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Piramal Critical Care Vapor 2000 Sevoflurane,350.0,"Feb 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
drager vapor 2000 Primal Critical Care Sevoflurane,400.0,"Feb 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
drager vapor 2000 Piramal Critical Care Sevoflurane,400.0,"Feb 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
drager vapor 2000 Primal Critical Care Sevoflurane,450.0,"Feb 26, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Piramal Critical Care Vapor 2000 Sevoflurane See Description,375.0,"Feb 29, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
Datex-Ohmeda Aladin Sevoflurane Vaporizer Cassette,150.0,"May 25, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER @ (354699),725.0,"May 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
"Vapor 2000 Sevoflurane Vaporizer Drager Fill, Auto Exclusion 60 Day Warranty",699.0,"Aug 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER !,400.0,"Jun 14, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA SEVOTEC 5 TEC 5 SEVOFLURANE ANESTHESIA VAPORIZER,200.0,"Jul 3, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA 1175-9319-000 TEC 7 SEVOFLURANE VAPORIZER,433.0,"Aug 21, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DRAGER VAPOR 2000 SEVOFLURANE ANESTHESIA VAPORIZER,395.0,"Sep 18, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
5 Drager Sevoflurane Vaporizer Funnel Filling Adapter Draeger Fill Key,275.0,"Sep 30, 2025",1,eBay (Terapeak),sevoflurane,accessory
DRAGER VAPOR 2000 SEVOFLURANE ANESTHESIA VAPORIZER,100.0,"Feb 22, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Dräger Vapor 19.2 Sevoflurane Sevorane isoflurane Vaporizer used,499.0,"Apr 20, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,514.0,"Mar 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda Tec 7 Ref 1175-9319-000 Sevoflurane Anesthetic Vaporizer ~ 31777,325.0,"Aug 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
Drager Sevoflurane Vapor 19.1 Key Fill Vaporizer,499.0,"Dec 3, 2023",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA Tec 7 Sevoflurane Vaporizer,250.0,"Mar 20, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
GE Datex Ohmeda Tec 7 Vaporizer - Sevoflurane - Tested with Warranty,1399.0,"May 21, 2024",1,eBay (Terapeak),sevoflurane,vaporizer
"Sevoflurane Vapor 2000, Drager Fill, Auto Exclusion",300.0,"Jun 16, 2025",2,eBay (Terapeak),sevoflurane,vaporizer
Anesthesia Vaporizer TEC 7 Sevoflurane by DATEX OHMEDA,325.0,"Jul 1, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
DATEX OHMEDA TEC 7 SEVOFLURANE VAPORIZER,390.0,"Jul 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer
Datex Ohmeda TEC 7 Sevoflurane Vaporizer,500.0,"Feb 7, 2026",1,eBay (Terapeak),sevoflurane,vaporizer
Pour Fill / Anti-Spill ADAPTER for ISOFLURANE Vaporizers - 9010-F - NEW,47.0,"Jan 27, 2025",22,eBay (Terapeak),isoflurane,accessory
Isoflurane Vaporizer Key Fill Adapter,132.89,"Feb 10, 2026",22,eBay (Terapeak),isoflurane,accessory
New GE Datex-Ohmeda Easy-Fil Bottle Adapter for Isoflurane Vaporizer 2106572-001,75.0,"Feb 5, 2025",19,eBay (Terapeak),isoflurane,accessory
Datex-Ohmeda Easy-Fil Isoflurane Vaporizer Bottle Adapter 1100-3025-000,69.95,"Aug 26, 2024",18,eBay (Terapeak),isoflurane,accessory
"GE Easy-Fil Bottle Adapter, Vaporizer, Isoflurane - 1/pack 2106572-001 5232",25.53,"Feb 28, 2025",14,eBay (Terapeak),isoflurane,accessory
Policy violation item 134601860700,2495.0,"Jan 29, 2024",9,eBay (Terapeak),isoflurane,machine
"ISOFLURANE Vaporizer FILLER ADAPTER - DRAGER - Forane/Isoflurane, Purple color",93.06,"Oct 25, 2023",13,eBay (Terapeak),isoflurane,accessory
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,62.5,"Mar 8, 2025",6,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,312.89,"Nov 10, 2025",9,eBay (Terapeak),isoflurane,vaporizer
"Datex-Ohmeda Easy-Fil Isoflurane Vaporizer Bottle Adapter Cap, New, 7 Available",53.99,"Jul 9, 2025",7,eBay (Terapeak),isoflurane,accessory
Drager Vapor 2000 Isoflurane M35054 Vaporizer 1/20/2024,844.0,"Sep 15, 2023",5,eBay (Terapeak),isoflurane,vaporizer
Anesthesia Machine & Isoflurane TEC 3 Vaporizer - Veterinary ***** ALL NEW ****,2495.0,"May 17, 2023",4,eBay (Terapeak),isoflurane,machine
Datex Ohmeda GE Tec 7 Isotec 7 Isoflurane Vaporizer Select A Tec Mount Quik Fill,629.5,"Mar 2, 2026",4,eBay (Terapeak),isoflurane,vaporizer
Drager Vapor 2000 Isoflurane Vaporizer,450.75,"Apr 17, 2025",4,eBay (Terapeak),isoflurane,vaporizer
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER,387.5,"Sep 28, 2025",4,eBay (Terapeak),isoflurane,vaporizer
DRAGER VAPOR 2000 ISOFLURANE ANESTHESIA VAPORIZER,367.86,"Mar 23, 2026",7,eBay (Terapeak),isoflurane,vaporizer
Isoflurane Vaporizer Key Fill Adapter,55.0,"Nov 7, 2025",5,eBay (Terapeak),isoflurane,accessory
